condition,arm,model,clip_idx,command,category,transcript,success,correct_function,correct_params,expected_function,actual_function,expected_params,actual_params,latency_ms,wer_raw,wer_norm,error
pilot_en,pipeline,Qwen3 1.7B,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",25379,0.4,0.2,
pilot_en,pipeline,Qwen3 1.7B,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",30606,0.3333333333333333,0.16666666666666666,
pilot_en,pipeline,Qwen3 1.7B,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",26006,0.0,0.0,
pilot_en,pipeline,Qwen3 1.7B,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",25618,0.16666666666666666,0.0,
pilot_en,pipeline,Qwen3 1.7B,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,0,1,0,createRule,createRule,"{""trigger"":""in class"",""action"":""mute""}","{""trigger"":""in class"",""action"":""mute notifications""}",26215,0.2857142857142857,0.2857142857142857,
pilot_en,pipeline,Qwen3 1.7B,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",25242,0.2,0.0,
pilot_en,pipeline,Qwen3.5 0.8B,0,Turn on the flashlight,device_control,Going on the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",56143,0.25,0.25,
pilot_en,pipeline,Qwen3.5 0.8B,1,Turn off the flashlight,device_control,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",54781,0.0,0.0,
pilot_en,pipeline,Qwen3.5 0.8B,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",54465,1.0,1.0,
pilot_en,pipeline,Qwen3.5 0.8B,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":120}",57067,0.6666666666666666,0.6666666666666666,
pilot_en,pipeline,Qwen3.5 0.8B,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",55976,0.2,0.0,
pilot_en,pipeline,Qwen3.5 0.8B,5,Set volume to maximum,device_control,Set volume to maximum.,1,1,1,setVolume,setVolume,"{""volumePercent"":100}","{""volumePercent"":100}",54913,0.0,0.0,
pilot_en,pipeline,Qwen3.5 0.8B,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",56574,0.4,0.2,
pilot_en,pipeline,Qwen3.5 0.8B,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",55025,0.3333333333333333,0.16666666666666666,
pilot_en,pipeline,Qwen3.5 0.8B,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",56640,0.0,0.0,
pilot_en,pipeline,Qwen3.5 0.8B,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",63062,0.16666666666666666,0.0,
pilot_en,pipeline,Qwen3.5 0.8B,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,1,1,1,createRule,createRule,"{""trigger"":""in class"",""action"":""mute""}","{""trigger"":""in class"",""action"":""mute""}",57039,0.2857142857142857,0.2857142857142857,
pilot_en,pipeline,Qwen3.5 0.8B,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",57425,0.2,0.0,
pilot_en,pipeline,Qwen3.5 2B,0,Turn on the flashlight,device_control,Going on the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",112866,0.25,0.25,
pilot_en,pipeline,Qwen3.5 2B,1,Turn off the flashlight,device_control,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",110127,0.0,0.0,
pilot_en,pipeline,Qwen3.5 2B,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",108423,1.0,1.0,
pilot_en,pipeline,Qwen3.5 2B,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":60}",110345,0.6666666666666666,0.6666666666666666,
pilot_en,pipeline,Qwen3.5 2B,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",107904,0.2,0.0,
pilot_en,pipeline,Qwen3.5 2B,5,Set volume to maximum,device_control,Set volume to maximum.,1,1,1,setVolume,setVolume,"{""volumePercent"":100}","{""volumePercent"":100}",107951,0.0,0.0,
pilot_en,pipeline,Qwen3.5 2B,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",110918,0.4,0.2,
pilot_en,pipeline,Qwen3.5 2B,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},112220,0.3333333333333333,0.16666666666666666,"No tool calls generated; raw: ""```json
{
  ""tool_name"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 20
  }
}
```"""
pilot_en,pipeline,Qwen3.5 2B,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",112134,0.0,0.0,
pilot_en,pipeline,Qwen3.5 2B,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",104902,0.16666666666666666,0.0,
pilot_en,pipeline,Qwen3.5 2B,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,0,0,0,createRule,,"{""trigger"":""in class"",""action"":""mute""}",{},106174,0.2857142857142857,0.2857142857142857,"No tool calls generated; raw: ""<tool_call>
<function=createRule>
<parameter=""trigger"">in class</parameter>
<parameter=""action"">mute</parameter>
</parameter>
</parameter>"""
pilot_en,pipeline,Qwen3.5 2B,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",103586,0.2,0.0,
pilot_en,direct,Gemma 4 E2B,0,Turn on the flashlight,device_control,Going on the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",31485,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,1,Turn off the flashlight,device_control,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",34757,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",49619,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,3,Turn off wifi,device_control,Don't off lifefire.,1,1,1,toggleWifi,toggleWifi,"{""enable"":false}","{""enable"":false}",51210,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",34897,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,5,Set volume to maximum,device_control,Set volume to maximum.,1,1,1,setVolume,setVolume,"{""volumePercent"":100}","{""volumePercent"":100}",35612,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":73}",35301,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",38962,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",39603,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",51788,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,1,1,1,createRule,createRule,"{""trigger"":""in class"",""action"":""mute""}","{""action"":""mute"",""trigger"":""in class""}",43038,0.0,0.0,
pilot_en,direct,Gemma 4 E2B,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",42387,0.0,0.0,
pilot_cs,pipeline,LFM2 1.2B Tool,0,Flashlight on karo,device_control,Flashlight on,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",17093,0.3333333333333333,0.3333333333333333,
pilot_cs,pipeline,LFM2 1.2B Tool,1,Torch band kar do,device_control,Do it again.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":60}",16641,1.0,1.0,
pilot_cs,pipeline,LFM2 1.2B Tool,2,Wifi on kar do,device_control,Why if I own Gardo?,0,0,0,toggleWifi,,"{""enable"":true}",{},23681,1.25,1.25,"No tool calls generated; raw: ""I understand you're asking about Gardo, but I don't have specific information about what Gardo is or how it relates to you as a Gardo owner. I can't directly answer questions about Gardo itself. However, I can help you manage your device settings if you're experiencing any issues or want to optimize…"""
pilot_cs,pipeline,LFM2 1.2B Tool,3,Wifi off karo,device_control,Wi-Fi off-cutter.,0,0,0,toggleWifi,,"{""enable"":false}",{},20941,1.0,1.0,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly turn off Wi-Fi. However, I can enable or disable Wi-Fi if you'd like. I can also adjust screen brightness, set the volume, or enable Do Not Disturb mode if those would be helpful."""
pilot_cs,pipeline,LFM2 1.2B Tool,4,Volume 50 percent kar do,device_control,Volume 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",17208,0.6,0.4,
pilot_cs,pipeline,LFM2 1.2B Tool,5,Volume full karo,device_control,"Oli, I'm full, Cardo.",0,0,0,setVolume,,"{""volumePercent"":100}",{},23407,1.0,1.0,"No tool calls generated; raw: ""I understand you're full, Oli. Unfortunately, I can't directly manage your food intake. However, I can help you create a rule to automatically notify you when you're close to your limit, or adjust other settings like screen brightness or volume to help you manage your time and energy more effectivel…"""
pilot_cs,pipeline,LFM2 1.2B Tool,6,Screen brightness 70 percent karo,device_control,Screen brightness 70%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",17859,0.4,0.2,
pilot_cs,pipeline,LFM2 1.2B Tool,7,Screen 20 percent dim karo,device_control,Screen 20%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},20667,0.6,0.4,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly set the screen brightness to 20%. However, I can adjust the screen brightness to a percentage between 0 and 100. Would you like me to try setting the screen brightness to 20%?"""
pilot_cs,pipeline,LFM2 1.2B Tool,8,30 minute ke liye do not disturb on karo,automation,Drain the dough for 30 minutes.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":30}",{},24807,1.0,1.0,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly control the dough draining process. However, I can help you create a rule that could potentially automate a similar task in the future. For example, I can create a rule that, when a specific condition is met (e.g., ""in class""), performs an action like ""mu…"""
pilot_cs,pipeline,LFM2 1.2B Tool,9,Mujhe 2 ghante silence chahiye,automation,I need 2 hours of silence.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",17810,1.0,1.0,
pilot_cs,pipeline,LFM2 1.2B Tool,10,Class mein hoon to mute kar dena,automation,[speaking in foreign language],0,0,0,createRule,,"{""trigger"":""in class"",""action"":""mute""}",{},24795,1.0,1.0,"No tool calls generated; raw: ""I understand you're having trouble speaking in a foreign language. Unfortunately, I don't have a specific tool to directly address this issue. However, I can suggest a workaround. While I can't change your accent, I can help you manage your environment to make communication easier. For example, I ca…"""
pilot_cs,pipeline,LFM2 1.2B Tool,11,Volume 30 percent madi,device_control,volume 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",17276,0.5,0.25,
pilot_cs,pipeline,LFM2 350M,0,Flashlight on karo,device_control,Flashlight on,0,0,1,toggleFlashlight,setDoNotDisturb,"{""enable"":true}","{""enable"":true}",7288,0.3333333333333333,0.3333333333333333,
pilot_cs,pipeline,LFM2 350M,1,Torch band kar do,device_control,Do it again.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":30}",7138,1.0,1.0,
pilot_cs,pipeline,LFM2 350M,2,Wifi on kar do,device_control,Why if I own Gardo?,0,0,0,toggleWifi,,"{""enable"":true}",{},9753,1.25,1.25,"No tool calls generated; raw: ""I don't have a tool to directly answer questions about Gardo ownership. However, depending on what you're trying to achieve, some of my other tools might be helpful. For example, if you want to set a rule to prevent Gardo from being disturbed, I can create one for you. Or, if you'd like to adjust th…"""
pilot_cs,pipeline,LFM2 350M,3,Wifi off karo,device_control,Wi-Fi off-cutter.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":false}","{""toggleEnabled"":false}",7213,1.0,1.0,
pilot_cs,pipeline,LFM2 350M,4,Volume 50 percent kar do,device_control,Volume 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",7243,0.6,0.4,
pilot_cs,pipeline,LFM2 350M,5,Volume full karo,device_control,"Oli, I'm full, Cardo.",0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":100}","{""doNotDisturb"":true,""durationMinutes"":30}",7441,1.0,1.0,
pilot_cs,pipeline,LFM2 350M,6,Screen brightness 70 percent karo,device_control,Screen brightness 70%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},8618,0.4,0.2,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly control screen brightness. However, I can adjust the volume to 70% using the `setVolume` tool if that's helpful. I can also control the Do Not Disturb mode with the `setDoNotDisturb` tool if you'd like."""
pilot_cs,pipeline,LFM2 350M,7,Screen 20 percent dim karo,device_control,Screen 20%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},8922,0.6,0.4,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly control screen brightness. However, I can adjust the volume to 20% using the `setVolume` tool if that's helpful. I can also create a rule to turn off the screen if you'd like, using the `createRule` tool. Would you like me to do either of those?"""
pilot_cs,pipeline,LFM2 350M,8,30 minute ke liye do not disturb on karo,automation,Drain the dough for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",7278,1.0,1.0,
pilot_cs,pipeline,LFM2 350M,9,Mujhe 2 ghante silence chahiye,automation,I need 2 hours of silence.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",7825,1.0,1.0,
pilot_cs,pipeline,LFM2 350M,10,Class mein hoon to mute kar dena,automation,[speaking in foreign language],0,0,0,createRule,,"{""trigger"":""in class"",""action"":""mute""}",{},9598,1.0,1.0,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly translate text into a foreign language. However, if you'd like to create an automation rule to handle a specific situation, I can help you set up a rule to mute the device after a certain duration. For example, I could create a rule like this: `createRule…"""
pilot_cs,pipeline,LFM2 350M,11,Volume 30 percent madi,device_control,volume 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",7024,0.5,0.25,
pilot_cs,pipeline,LFM2.5 350M,0,Flashlight on karo,device_control,Flashlight on,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",7136,0.3333333333333333,0.3333333333333333,
pilot_cs,pipeline,LFM2.5 350M,1,Torch band kar do,device_control,Do it again.,0,0,0,toggleFlashlight,toggleWifi,"{""enable"":false}","{""enable"":true}",7819,1.0,1.0,
pilot_cs,pipeline,LFM2.5 350M,2,Wifi on kar do,device_control,Why if I own Gardo?,0,0,0,toggleWifi,,"{""enable"":true}",{},8002,1.25,1.25,"No tool calls generated; raw: ""I don't have access to real-time information about Gardo or its status. Could you clarify what you're asking about? For example, are you asking about local events, news, or something else?"""
pilot_cs,pipeline,LFM2.5 350M,3,Wifi off karo,device_control,Wi-Fi off-cutter.,1,1,1,toggleWifi,toggleWifi,"{""enable"":false}","{""enable"":false}",7045,1.0,1.0,
pilot_cs,pipeline,LFM2.5 350M,4,Volume 50 percent kar do,device_control,Volume 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",6952,0.6,0.4,
pilot_cs,pipeline,LFM2.5 350M,5,Volume full karo,device_control,"Oli, I'm full, Cardo.",0,0,0,setVolume,,"{""volumePercent"":100}",{},8277,1.0,1.0,"No tool calls generated; raw: ""I'm sorry, but I don't have access to tools or functionalities that would allow me to assist with tasks like ""Oli, I'm full, Cardo."" Would you like help with something else?"""
pilot_cs,pipeline,LFM2.5 350M,6,Screen brightness 70 percent karo,device_control,Screen brightness 70%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",7540,0.4,0.2,
pilot_cs,pipeline,LFM2.5 350M,7,Screen 20 percent dim karo,device_control,Screen 20%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",7178,0.6,0.4,
pilot_cs,pipeline,LFM2.5 350M,8,30 minute ke liye do not disturb on karo,automation,Drain the dough for 30 minutes.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":30}",{},8695,1.0,1.0,"No tool calls generated; raw: ""I don't have access to a dough-draining tool or any baking-related functions. The available tools are limited to Wi-Fi control, screen brightness adjustment, volume settings, and Wi-Fi enablement/disabling. Would you like me to help with something else using these capabilities?"""
pilot_cs,pipeline,LFM2.5 350M,9,Mujhe 2 ghante silence chahiye,automation,I need 2 hours of silence.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",7237,1.0,1.0,
pilot_cs,pipeline,LFM2.5 350M,10,Class mein hoon to mute kar dena,automation,[speaking in foreign language],0,0,0,createRule,,"{""trigger"":""in class"",""action"":""mute""}",{},8400,1.0,1.0,"No tool calls generated; raw: ""I'm sorry, but I can't assist with that request. I don't have the capability to translate or communicate in any language. My current tools are focused on setting up device settings like volume, screen brightness, and Wi-Fi. Let me know if you need help with those!"""
pilot_cs,pipeline,LFM2.5 350M,11,Volume 30 percent madi,device_control,volume 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",7013,0.5,0.25,
pilot_cs,pipeline,LFM2 700M,0,Flashlight on karo,device_control,Flashlight on,0,0,0,toggleFlashlight,,"{""enable"":true}",{},18149,0.3333333333333333,0.3333333333333333,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly check the current status of the flashlight. However, I can control the flashlight using the `toggleFlashlight` tool. I could turn it on or off if you'd like. I can also adjust the screen brightness with `setScreenBrightness` if that's helpful. Let me know i…"""
pilot_cs,pipeline,LFM2 700M,1,Torch band kar do,device_control,Do it again.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},19105,1.0,1.0,"No tool calls generated; raw: ""I understand you'd like me to reiterate the previous instructions. I'm designed to provide concise responses, and sometimes that means repeating information.

However, I can help you with the same automation rules again. For example, I can set Do Not Disturb mode for a specific duration using the `s…"""
pilot_cs,pipeline,LFM2 700M,2,Wifi on kar do,device_control,Why if I own Gardo?,0,0,0,toggleWifi,,"{""enable"":true}",{},19602,1.25,1.25,"No tool calls generated; raw: ""I'm sorry, I don't have a specific tool to directly answer if you own Gardo. However, depending on your goals, some of my other tools might be helpful. For example, if you want to automate actions related to Gardo ownership, I could help you create rules using the `createRule` tool. Or, if you want …"""
pilot_cs,pipeline,LFM2 700M,3,Wifi off karo,device_control,Wi-Fi off-cutter.,0,0,0,toggleWifi,,"{""enable"":false}",{},22840,1.0,1.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly ""off-cutter"" Wi-Fi. However, I can enable or disable Wi-Fi using the `toggleWifi` tool. Would you like me to do that? I can also adjust other device settings like volume, screen brightness, or Do Not Disturb mode if you'd like."""
pilot_cs,pipeline,LFM2 700M,4,Volume 50 percent kar do,device_control,Volume 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",14829,0.6,0.4,
pilot_cs,pipeline,LFM2 700M,5,Volume full karo,device_control,"Oli, I'm full, Cardo.",0,0,0,setVolume,,"{""volumePercent"":100}",{},19629,1.0,1.0,"No tool calls generated; raw: ""I understand you're full, Oli. Unfortunately, I don't have a specific tool to handle that situation directly. However, depending on what you're trying to achieve, some of my other tools might be helpful. For example, I could enable Do Not Disturb mode to help you focus, adjust the flashlight or scre…"""
pilot_cs,pipeline,LFM2 700M,6,Screen brightness 70 percent karo,device_control,Screen brightness 70%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",14754,0.4,0.2,
pilot_cs,pipeline,LFM2 700M,7,Screen 20 percent dim karo,device_control,Screen 20%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",14508,0.6,0.4,
pilot_cs,pipeline,LFM2 700M,8,30 minute ke liye do not disturb on karo,automation,Drain the dough for 30 minutes.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":30}",{},19364,1.0,1.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly drain dough. However, I can help with other tasks like setting up automation rules, controlling the flashlight, adjusting volume, or managing Wi-Fi. Perhaps we could create a rule to remind you to drain the dough manually, or I could set a timer to alert yo…"""
pilot_cs,pipeline,LFM2 700M,9,Mujhe 2 ghante silence chahiye,automation,I need 2 hours of silence.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",15062,1.0,1.0,
pilot_cs,pipeline,LFM2 700M,10,Class mein hoon to mute kar dena,automation,[speaking in foreign language],0,0,0,createRule,,"{""trigger"":""in class"",""action"":""mute""}",{},19589,1.0,1.0,"No tool calls generated; raw: ""I understand you'd like me to speak in a foreign language. Unfortunately, I don't have a tool that can directly translate or speak in foreign languages. However, I can control some of the device's features. For example, I could adjust the volume or set a timer for Do Not Disturb mode. Perhaps we cou…"""
pilot_cs,pipeline,LFM2 700M,11,Volume 30 percent madi,device_control,volume 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",14266,0.5,0.25,
pilot_cs,pipeline,LFM2 1.2B,0,Flashlight on karo,device_control,Flashlight on,0,0,0,toggleFlashlight,,"{""enable"":true}",{},21563,0.3333333333333333,0.3333333333333333,"No tool calls generated; raw: ""{""success"":true,""error"":null,""cloud_handoff"":false,""cloud_handoff_reason"":""above threshold"",""response"":"""",""context_response"":""<|tool_call_start|>[setDoNotDisturb(0)]<|tool_call_end|>"",""function_calls"":[{""name"": ""setDoNotDisturb"", ""arguments"": {""0"": }}],""segments"":[],""confidence"":0.9627,""confidence_t…"""
pilot_cs,pipeline,LFM2 1.2B,1,Torch band kar do,device_control,Do it again.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},28478,1.0,1.0,"No tool calls generated; raw: ""I understand you'd like me to repeat something. Unfortunately, I don't have a specific tool to directly repeat actions. However, I can offer some alternatives that might help achieve a similar result depending on your needs.

For example, if you want to enable Do Not Disturb, I can use the `setDoNot…"""
pilot_cs,pipeline,LFM2 1.2B,2,Wifi on kar do,device_control,Why if I own Gardo?,0,0,0,toggleWifi,,"{""enable"":true}",{},28862,1.25,1.25,"No tool calls generated; raw: ""I am sorry, I don't have a tool to directly answer questions about ownership of Gardo. However, depending on what you're trying to achieve, I might be able to help indirectly. For example, if you're trying to automate something related to Gardo, I could potentially create a rule based on a trigger l…"""
pilot_cs,pipeline,LFM2 1.2B,3,Wifi off karo,device_control,Wi-Fi off-cutter.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":60}",21285,1.0,1.0,
pilot_cs,pipeline,LFM2 1.2B,4,Volume 50 percent kar do,device_control,Volume 50%,0,0,0,setVolume,,"{""volumePercent"":50}",{},24174,0.6,0.4,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly set the volume to 50%. However, I can adjust the volume using the `setVolume` tool. Would you like me to set the volume to 50% using that tool?"""
pilot_cs,pipeline,LFM2 1.2B,5,Volume full karo,device_control,"Oli, I'm full, Cardo.",0,0,0,setVolume,,"{""volumePercent"":100}",{},29041,1.0,1.0,"No tool calls generated; raw: ""Greetings, Oli. I understand you're feeling full. Unfortunately, I don't have a specific function to directly address that. However, I could potentially help you manage your surroundings to make your current situation more comfortable. For example, I could set the screen brightness down low using `s…"""
pilot_cs,pipeline,LFM2 1.2B,6,Screen brightness 70 percent karo,device_control,Screen brightness 70%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",21161,0.4,0.2,
pilot_cs,pipeline,LFM2 1.2B,7,Screen 20 percent dim karo,device_control,Screen 20%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},27962,0.6,0.4,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly set the screen brightness to 20%. However, I can adjust the screen brightness using the `setScreenBrightness` tool. Would you like me to set the screen brightness to 20% using that tool? I can also create a rule to automatically adjust the brightness base…"""
pilot_cs,pipeline,LFM2 1.2B,8,30 minute ke liye do not disturb on karo,automation,Drain the dough for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",21489,1.0,1.0,
pilot_cs,pipeline,LFM2 1.2B,9,Mujhe 2 ghante silence chahiye,automation,I need 2 hours of silence.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",21405,1.0,1.0,
pilot_cs,pipeline,LFM2 1.2B,10,Class mein hoon to mute kar dena,automation,[speaking in foreign language],0,0,0,createRule,,"{""trigger"":""in class"",""action"":""mute""}",{},29075,1.0,1.0,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly translate speech into a foreign language. However, I can offer some alternative functionalities that might be helpful in a related context. For example, I can create a rule to automatically mute the device when you are in a specific location (""in class"", …"""
pilot_cs,pipeline,LFM2 1.2B,11,Volume 30 percent madi,device_control,volume 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",20922,0.5,0.25,
